timestamp,temperature,humidity,alert,device,city,lat,lon
2025-07-24 22:23:28,37.43,51.98,NORMAL,device002,,,
2025-07-24 22:23:29,24.83,84.07,NORMAL,device002,,,
2025-07-24 22:23:29,25.2,37.93,NORMAL,device003,,,
2025-07-24 22:23:35,29.96,86.68,NORMAL,device002,,,
2025-07-24 22:23:35,27.3,33.68,NORMAL,device003,,,
2025-07-24 22:23:35,29.96,86.68,NORMAL,device002,,,
2025-07-24 22:23:36,24.1,60.35,NORMAL,device003,,,
2025-07-24 22:23:36,46.95,38.38,HIGH,device002,,,
2025-07-24 22:23:40,23.39,53.24,NORMAL,device003,,,
2025-07-24 22:23:41,41.25,64.63,HIGH,device002,,,
2025-07-24 22:23:45,43.57,51.75,HIGH,device003,,,
2025-07-24 22:23:46,33.47,89.55,NORMAL,device002,,,
2025-07-24 22:23:46,33.47,89.55,NORMAL,device002,,,
2025-07-24 22:23:44,30.5,89.18,NORMAL,device002,,,
2025-07-24 22:23:45,48.95,77.96,HIGH,device003,,,
2025-07-24 22:23:51,36.57,58.58,NORMAL,device003,,,
2025-07-24 22:23:52,41.38,85.68,HIGH,device002,,,
2025-07-24 22:23:56,45.91,49.69,HIGH,device003,,,
2025-07-24 22:23:56,45.91,49.69,HIGH,device003,,,
2025-07-24 22:23:57,42.4,41.75,HIGH,device002,,,
2025-07-24 22:23:57,42.4,41.75,HIGH,device002,,,
2025-07-24 22:23:54,37.29,70.98,NORMAL,device003,,,
2025-07-24 22:23:53,20.87,46.16,NORMAL,device002,,,
2025-07-24 22:24:02,41.71,63.51,HIGH,device003,,,
2025-07-24 22:23:54,37.29,70.98,NORMAL,device003,,,
2025-07-24 22:24:03,27.47,73.92,NORMAL,device002,,,
2025-07-24 22:24:08,35.5,71.15,NORMAL,device003,,,
2025-07-24 22:24:08,23.43,74.33,NORMAL,device002,,,
2025-07-24 22:24:08,23.43,74.33,NORMAL,device002,,,
2025-07-24 22:24:13,35.85,52.32,NORMAL,device003,,,
2025-07-24 22:24:05,22.82,74.94,NORMAL,device003,,,
2025-07-24 22:24:14,42.3,81.44,HIGH,device002,,,
2025-07-24 22:24:04,28.85,38.96,NORMAL,device002,,,
2025-07-24 22:24:18,31.33,81.64,NORMAL,device003,,,
2025-07-24 22:24:19,29.42,34.07,NORMAL,device002,,,
2025-07-24 22:24:24,36.23,60.79,NORMAL,device003,,,
2025-07-24 22:24:25,36.71,77.91,NORMAL,device002,,,
2025-07-24 22:24:29,33.51,44.56,NORMAL,device003,,,
2025-07-24 22:24:18,49.3,69.17,HIGH,device002,,,
2025-07-24 22:24:18,38.23,45.72,NORMAL,device003,,,
2025-07-24 22:24:30,32.36,38.97,NORMAL,device002,,,
2025-07-24 22:24:35,41.75,50.26,HIGH,device003,,,
2025-07-24 22:24:35,23.88,33.5,NORMAL,device002,,,
2025-07-24 22:24:40,43.18,33.56,HIGH,device003,,,
2025-07-24 22:24:41,20.19,75.48,NORMAL,device002,,,
2025-07-24 22:24:46,39.15,66.98,NORMAL,device003,,,
2025-07-24 22:24:46,46.97,88.02,HIGH,device002,,,
2025-07-24 22:24:32,46.64,66.56,HIGH,device002,,,
2025-07-24 22:24:46,46.97,88.02,HIGH,device002,,,
2025-07-24 22:24:33,27.24,60.12,NORMAL,device003,,,
2025-07-24 22:24:51,43.29,81.5,HIGH,device003,,,
2025-07-24 22:24:52,20.65,42.96,NORMAL,device002,,,
2025-07-24 22:24:33,27.24,60.12,NORMAL,device003,,,
2025-07-24 22:24:56,34.08,86.56,NORMAL,device003,,,
2025-07-24 22:24:58,35.06,87.22,NORMAL,device002,,,
2025-07-24 22:25:02,42.64,42.39,HIGH,device003,,,
2025-07-24 22:25:03,33.94,52.68,NORMAL,device002,,,
2025-07-24 22:24:50,33.16,30.38,NORMAL,device002,,,
2025-07-24 22:25:07,34.53,82.72,NORMAL,device003,,,
2025-07-24 22:24:51,27.28,54.14,NORMAL,device003,,,
2025-07-24 22:25:09,29.54,75.48,NORMAL,device002,,,
2025-07-24 22:25:09,29.54,75.48,NORMAL,device002,,,
2025-07-24 22:25:13,23.47,65.1,NORMAL,device003,,,
2025-07-24 22:25:14,25.26,42.22,NORMAL,device002,,,
2025-07-24 22:25:19,44.8,43.54,HIGH,device003,,,
2025-07-24 22:25:20,29.73,63.18,NORMAL,device002,,,
2025-07-24 22:25:25,39.08,32.47,NORMAL,device003,,,
2025-07-24 22:25:26,26.25,75.68,NORMAL,device002,,,
2025-07-24 22:25:10,49.2,31.29,HIGH,device002,,,
2025-07-24 22:25:10,44.71,63.31,HIGH,device003,,,
2025-07-24 22:25:30,25.9,48.36,NORMAL,device003,,,
2025-07-24 22:25:31,49.04,49.98,HIGH,device002,,,
2025-07-24 22:25:10,49.2,31.29,HIGH,device002,,,
2025-07-24 22:25:10,44.71,63.31,HIGH,device003,,,
2025-07-24 22:25:36,20.66,40.66,NORMAL,device002,,,
2025-07-24 22:25:36,49.0,73.08,HIGH,device003,,,
2025-07-24 22:25:41,28.14,43.04,NORMAL,device002,,,
2025-07-24 22:25:42,21.35,40.72,NORMAL,device003,,,
2025-07-24 22:25:41,28.14,43.04,NORMAL,device002,,,
2025-07-24 22:25:10,44.71,63.31,HIGH,device003,,,
2025-07-24 22:25:47,47.42,61.42,HIGH,device003,,,
2025-07-24 22:25:47,37.26,69.93,NORMAL,device002,,,
2025-07-24 22:25:47,37.26,69.93,NORMAL,device002,,,
2025-07-24 22:25:53,40.16,67.45,HIGH,device003,,,
2025-07-24 22:25:53,44.75,54.09,HIGH,device002,,,
2025-07-24 22:25:53,44.75,54.09,HIGH,device002,,,
2025-07-24 22:25:32,20.18,62.84,NORMAL,device002,,,
2025-07-24 22:25:32,39.38,60.23,NORMAL,device003,,,
2025-07-24 22:25:59,41.12,80.2,HIGH,device002,,,
2025-07-24 22:25:58,41.14,34.68,HIGH,device003,,,
2025-07-24 22:26:04,23.45,31.53,NORMAL,device002,,,
2025-07-24 22:26:04,22.17,84.45,NORMAL,device003,,,
2025-07-24 22:26:09,46.29,58.4,HIGH,device003,,,
2025-07-24 22:26:09,42.49,32.04,HIGH,device002,,,
2025-07-24 22:26:09,42.49,32.04,HIGH,device002,,,
2025-07-24 22:26:14,47.65,77.95,HIGH,device003,,,
2025-07-24 22:26:15,32.12,36.69,NORMAL,device002,,,
2025-07-24 22:26:15,32.12,36.69,NORMAL,device002,,,
2025-07-24 22:25:55,48.43,51.53,HIGH,device002,,,
2025-07-24 22:26:20,44.56,58.34,HIGH,device003,,,
2025-07-24 22:26:20,44.56,58.34,HIGH,device003,,,
2025-07-24 22:26:21,29.63,56.64,NORMAL,device002,,,
2025-07-24 22:25:56,49.09,58.22,HIGH,device003,,,
2025-07-24 22:26:25,49.06,79.35,HIGH,device003,,,
2025-07-24 22:26:26,25.96,84.2,NORMAL,device002,,,
2025-07-24 22:25:55,48.43,51.53,HIGH,device002,,,
2025-07-24 22:26:31,34.56,87.66,NORMAL,device003,,,
2025-07-24 22:26:31,22.33,54.13,NORMAL,device002,,,
2025-07-24 22:26:36,34.48,34.97,NORMAL,device003,,,
2025-07-24 22:26:37,25.62,77.3,NORMAL,device002,,,
2025-07-24 22:26:41,34.33,56.28,NORMAL,device003,,,
2025-07-24 22:26:41,34.33,56.28,NORMAL,device003,,,
2025-07-24 22:26:42,38.14,39.85,NORMAL,device002,,,
2025-07-24 22:26:47,34.59,68.56,NORMAL,device002,,,
2025-07-24 22:26:47,45.04,43.47,HIGH,device003,,,
2025-07-24 22:26:47,45.04,43.47,HIGH,device003,,,
2025-07-24 22:26:21,49.92,77.52,HIGH,device002,,,
2025-07-24 22:26:22,31.84,87.48,NORMAL,device003,,,
2025-07-24 22:26:52,25.96,84.66,NORMAL,device003,,,
2025-07-24 22:26:53,27.22,35.5,NORMAL,device002,,,
2025-07-24 22:26:21,49.92,77.52,HIGH,device002,,,
2025-07-24 22:26:58,38.03,75.78,NORMAL,device003,,,
2025-07-24 22:26:58,26.51,53.87,NORMAL,device002,,,
2025-07-24 22:27:03,42.86,38.48,HIGH,device003,,,
2025-07-24 22:27:04,30.51,77.81,NORMAL,device002,,,
2025-07-24 22:27:04,30.51,77.81,NORMAL,device002,,,
2025-07-24 22:26:21,49.92,77.52,HIGH,device002,,,
2025-07-24 22:27:09,46.61,71.37,HIGH,device003,,,
2025-07-24 22:27:09,21.66,58.95,NORMAL,device002,,,
2025-07-24 22:27:14,21.7,47.04,NORMAL,device002,,,
2025-07-24 22:27:14,21.7,47.04,NORMAL,device002,,,
2025-07-24 22:27:16,34.98,81.3,NORMAL,device003,,,
2025-07-24 22:17:46,36.46,61.65,NORMAL,device001,,,
2025-07-24 22:26:21,49.92,77.52,HIGH,device002,,,
2025-07-24 22:17:52,22.08,54.58,NORMAL,device001,,,
2025-07-24 22:27:20,26.91,84.8,NORMAL,device002,,,
2025-07-24 22:17:59,21.49,30.29,NORMAL,device001,,,
2025-07-24 22:27:22,26.87,89.13,NORMAL,device003,,,
2025-07-24 22:18:05,39.51,87.11,NORMAL,device001,,,
2025-07-24 22:26:50,21.42,82.34,NORMAL,device003,,,
2025-07-24 22:18:11,24.54,48.09,NORMAL,device001,,,
2025-07-24 22:26:50,35.93,85.52,NORMAL,device002,,,
2025-07-24 22:18:17,47.56,42.89,HIGH,device001,,,
2025-07-24 22:27:25,44.77,72.52,HIGH,device002,,,
2025-07-24 22:18:23,42.57,79.36,HIGH,device001,,,
2025-07-24 22:27:25,44.77,72.52,HIGH,device002,,,
2025-07-24 22:18:29,32.05,60.9,NORMAL,device001,,,
2025-07-24 22:27:25,44.77,72.52,HIGH,device002,,,
2025-07-24 22:18:35,43.17,61.95,HIGH,device001,,,
2025-07-24 22:27:27,37.62,65.87,NORMAL,device003,,,
2025-07-24 22:18:42,24.21,50.45,NORMAL,device001,,,
2025-07-24 22:26:21,49.92,77.52,HIGH,device002,,,
2025-07-24 22:18:48,29.42,45.81,NORMAL,device001,,,
2025-07-24 22:27:31,31.41,42.53,NORMAL,device002,,,
2025-07-24 22:18:54,22.45,84.76,NORMAL,device001,,,
2025-07-24 22:27:33,33.9,32.03,NORMAL,device003,,,
2025-07-24 22:19:00,34.16,54.76,NORMAL,device001,,,
2025-07-24 22:27:36,48.18,83.76,HIGH,device002,,,
2025-07-24 22:19:06,35.22,32.3,NORMAL,device001,,,
2025-07-24 22:27:36,48.18,83.76,HIGH,device002,,,
2025-07-24 22:19:12,45.66,72.39,HIGH,device001,,,
2025-07-24 22:27:36,48.18,83.76,HIGH,device002,,,
2025-07-24 22:19:19,45.94,82.0,HIGH,device001,,,
2025-07-24 22:27:38,44.1,48.38,HIGH,device003,,,
2025-07-24 22:19:25,38.53,44.29,NORMAL,device001,,,
2025-07-24 22:27:42,49.06,39.33,HIGH,device002,,,
2025-07-24 22:19:31,42.1,46.8,HIGH,device001,,,
2025-07-24 22:27:43,40.2,36.31,HIGH,device003,,,
2025-07-24 22:19:37,39.0,30.35,NORMAL,device001,,,
2025-07-24 22:27:48,39.07,57.13,NORMAL,device002,,,
2025-07-24 22:19:43,43.69,82.28,HIGH,device001,,,
2025-07-24 22:27:50,38.17,35.37,NORMAL,device003,,,
2025-07-24 22:19:49,34.41,41.2,NORMAL,device001,,,
2025-07-24 22:27:53,39.93,84.21,NORMAL,device002,,,
2025-07-24 22:19:56,31.42,59.73,NORMAL,device001,,,
2025-07-24 22:28:39,27,89,NORMAL,device002,,,
2025-07-24 22:20:03,32.14,35.83,NORMAL,device001,,,
2025-07-24 22:28:39,28.95,75,NORMAL,device003,,,
2025-07-24 22:20:10,48.5,64.51,HIGH,device001,,,
2025-07-24 22:28:44,27,89,NORMAL,device002,,,
2025-07-24 22:20:16,34.38,88.42,NORMAL,device001,,,
2025-07-24 22:28:44,28.95,75,NORMAL,device003,,,
2025-07-24 22:20:22,28.88,85.97,NORMAL,device001,,,
2025-07-24 22:28:49,27,89,NORMAL,device002,,,
2025-07-24 22:20:28,23.01,35.21,NORMAL,device001,,,
2025-07-24 22:28:50,28.95,75,NORMAL,device003,,,
2025-07-24 22:20:34,41.76,70.69,HIGH,device001,,,
2025-07-24 22:28:55,27,89,NORMAL,device002,,,
2025-07-24 22:20:40,23.67,50.42,NORMAL,device001,,,
2025-07-24 22:28:55,28.95,75,NORMAL,device003,,,
2025-07-24 22:20:47,35.71,79.98,NORMAL,device001,,,
2025-07-24 22:29:00,27,89,NORMAL,device002,,,
2025-07-24 22:20:53,22.93,45.7,NORMAL,device001,,,
2025-07-24 22:29:00,28.95,75,NORMAL,device003,,,
2025-07-24 22:20:59,24.94,48.22,NORMAL,device001,,,
2025-07-24 22:29:05,27,89,NORMAL,device002,,,
2025-07-24 22:21:05,23.46,42.79,NORMAL,device001,,,
2025-07-24 22:29:06,28.95,75,NORMAL,device003,,,
2025-07-24 22:21:11,49.41,56.18,HIGH,device001,,,
2025-07-24 22:29:11,27,89,NORMAL,device002,,,
2025-07-24 22:21:17,24.29,70.21,NORMAL,device001,,,
2025-07-24 22:29:11,28.95,75,NORMAL,device003,,,
2025-07-24 22:21:23,49.0,43.55,HIGH,device001,,,
2025-07-24 22:29:16,27,89,NORMAL,device002,,,
2025-07-24 22:21:29,24.36,48.32,NORMAL,device001,,,
2025-07-24 22:29:16,28.95,75,NORMAL,device003,,,
2025-07-24 22:21:35,29.56,57.22,NORMAL,device001,,,
2025-07-24 22:29:21,27,89,NORMAL,device002,,,
2025-07-24 22:21:41,37.74,45.0,NORMAL,device001,,,
2025-07-24 22:29:22,28.95,75,NORMAL,device003,,,
2025-07-24 22:21:48,47.18,75.25,HIGH,device001,,,
2025-07-24 22:29:27,27,89,NORMAL,device002,,,
2025-07-24 22:21:54,45.39,87.94,HIGH,device001,,,
2025-07-24 22:29:27,28.95,75,NORMAL,device003,,,
2025-07-24 22:22:00,37.92,67.08,NORMAL,device001,,,
2025-07-24 22:29:32,27,89,NORMAL,device002,,,
2025-07-24 22:22:06,22.61,82.22,NORMAL,device001,,,
2025-07-24 22:29:32,28.95,75,NORMAL,device003,,,
2025-07-24 22:22:12,32.1,56.86,NORMAL,device001,,,
2025-07-24 22:29:37,27,89,NORMAL,device002,,,
2025-07-24 22:22:18,38.22,66.98,NORMAL,device001,,,
2025-07-24 22:29:38,28.95,75,NORMAL,device003,,,
2025-07-24 22:22:25,48.83,54.1,HIGH,device001,,,
2025-07-24 22:29:42,27,89,NORMAL,device002,,,
2025-07-24 22:22:31,36.7,61.25,NORMAL,device001,,,
2025-07-24 22:29:43,28.95,75,NORMAL,device003,,,
2025-07-24 22:22:37,40.23,62.28,HIGH,device001,,,
2025-07-24 22:29:48,27,89,NORMAL,device002,,,
2025-07-24 22:22:43,49.61,52.82,HIGH,device001,,,
2025-07-24 22:29:48,28.95,75,NORMAL,device003,,,
2025-07-24 22:22:49,25.68,75.11,NORMAL,device001,,,
2025-07-24 22:29:53,27,89,NORMAL,device002,,,
2025-07-24 22:22:55,22.27,58.4,NORMAL,device001,,,
2025-07-24 22:29:53,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:02,47.45,68.14,HIGH,device001,,,
2025-07-24 22:29:58,27,89,NORMAL,device002,,,
2025-07-24 22:23:08,46.13,60.29,HIGH,device001,,,
2025-07-24 22:29:59,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:08,41.47,70.13,HIGH,device001,,,
2025-07-24 22:30:04,27,89,NORMAL,device002,,,
2025-07-24 22:23:13,30.77,53.57,NORMAL,device001,,,
2025-07-24 22:30:04,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:14,40.7,69.36,HIGH,device001,,,
2025-07-24 22:30:09,27,89,NORMAL,device002,,,
2025-07-24 22:23:14,40.7,69.36,HIGH,device001,,,
2025-07-24 22:30:09,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:18,23.13,59.14,NORMAL,device001,,,
2025-07-24 22:30:14,27,89,NORMAL,device002,,,
2025-07-24 22:23:21,26.97,80.16,NORMAL,device001,,,
2025-07-24 22:30:14,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:24,25.35,87.73,NORMAL,device001,,,
2025-07-24 22:30:20,27,89,NORMAL,device002,,,
2025-07-24 22:23:27,20.83,83.48,NORMAL,device001,,,
2025-07-24 22:30:20,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:29,30.01,64.6,NORMAL,device001,,,
2025-07-24 22:30:25,27,89,NORMAL,device002,,,
2025-07-24 22:23:34,20.82,48.03,NORMAL,device001,,,
2025-07-24 22:30:25,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:34,20.82,48.03,NORMAL,device001,,,
2025-07-24 22:30:30,27,89,NORMAL,device002,,,
2025-07-24 22:23:35,23.62,43.25,NORMAL,device001,,,
2025-07-24 22:30:30,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:35,23.62,43.25,NORMAL,device001,,,
2025-07-24 22:30:35,27,89,NORMAL,device002,,,
2025-07-24 22:23:40,45.95,74.22,HIGH,device001,,,
2025-07-24 22:30:36,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:45,46.67,62.33,HIGH,device001,,,
2025-07-24 22:30:41,27,89,NORMAL,device002,,,
2025-07-24 22:23:44,27.04,61.71,NORMAL,device001,,,
2025-07-24 22:30:41,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:51,34.11,40.83,NORMAL,device001,,,
2025-07-24 22:30:46,27,89,NORMAL,device002,,,
2025-07-24 22:23:56,44.64,87.92,HIGH,device001,,,
2025-07-24 22:30:46,28.88,75,NORMAL,device003,,,
2025-07-24 22:23:52,43.2,43.59,HIGH,device001,,,
2025-07-24 22:30:51,27,89,NORMAL,device002,,,
2025-07-24 22:24:02,33.53,59.96,NORMAL,device001,,,
2025-07-24 22:30:51,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:07,26.35,37.9,NORMAL,device001,,,
2025-07-24 22:30:57,27,89,NORMAL,device002,,,
2025-07-24 22:24:07,26.35,37.9,NORMAL,device001,,,
2025-07-24 22:30:57,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:02,35.28,47.03,NORMAL,device001,,,
2025-07-24 22:31:02,27,89,NORMAL,device002,,,
2025-07-24 22:24:13,40.24,55.59,HIGH,device001,,,
2025-07-24 22:31:02,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:02,35.28,47.03,NORMAL,device001,,,
2025-07-24 22:31:07,27,89,NORMAL,device002,,,
2025-07-24 22:24:02,35.28,47.03,NORMAL,device001,,,
2025-07-24 22:31:07,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:18,23.57,64.88,NORMAL,device001,,,
2025-07-24 22:31:13,27,89,NORMAL,device002,,,
2025-07-24 22:24:23,44.55,39.48,HIGH,device001,,,
2025-07-24 22:31:13,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:23,44.55,39.48,HIGH,device001,,,
2025-07-24 22:31:18,27,89,NORMAL,device002,,,
2025-07-24 22:24:14,46.88,58.47,HIGH,device001,,,
2025-07-24 22:31:18,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:29,22.0,86.23,NORMAL,device001,,,
2025-07-24 22:31:23,27,89,NORMAL,device002,,,
2025-07-24 22:24:34,39.93,53.16,NORMAL,device001,,,
2025-07-24 22:31:23,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:40,47.68,73.01,HIGH,device001,,,
2025-07-24 22:31:28,27,89,NORMAL,device002,,,
2025-07-24 22:24:40,47.68,73.01,HIGH,device001,,,
2025-07-24 22:31:28,28.88,75,NORMAL,device003,,,
2025-07-24 22:24:28,38.53,65.8,NORMAL,device001,,,
2025-07-24 22:31:34,27,89,NORMAL,device002,,,
2025-07-24 22:24:46,27.16,46.66,NORMAL,device001,,,
